Nama CPU,CPU Mark
Intel Celeron 1047UE  1.40GHz,748
Intel Celeron 1100MHz,113
Intel Celeron 1200MHz,159
Intel Celeron 2.00GHz,125
Intel Celeron 2.13GHz,166
Intel Celeron 2.20GHz,139
Intel Celeron 2.26GHz,182
Intel Celeron 2.30GHz,148
Intel Celeron 2.40GHz,143
Intel Celeron 2.50GHz,164
Intel Celeron 2.53GHz,222
Intel Celeron 2.60GHz,143
Intel Celeron 2.66GHz,131
Intel Celeron 2.70GHz,159
Intel Celeron 2.80GHz,190
Intel Celeron 2.93GHz,230
Intel Celeron 2000E  2.20GHz,"1,607"
Intel Celeron 2002E  1.50GHz,"1,091"
Intel Celeron 215  1.33GHz,174
Intel Celeron 220  1.20GHz,209
Intel Celeron 2950M  2.00GHz,"1,238"
Intel Celeron 2955U  1.40GHz,910
Intel Celeron 2957U  1.40GHz,850
Intel Celeron 2961Y  1.10GHz,684
Intel Celeron 2970M  2.20GHz,"1,501"
Intel Celeron 2980U  1.60GHz,"1,092"
Intel Celeron 2981U  1.60GHz,"1,036"
Intel Celeron 3.06GHz,307
Intel Celeron 3.20GHz,267
Intel Celeron 3.33GHz,263
Intel Celeron 3205U  1.50GHz,961
Intel Celeron 3215U  1.70GHz,"1,102"
Intel Celeron 3755U  1.70GHz,"1,182"
Intel Celeron 3765U  1.90GHz,"1,252"
Intel Celeron 3855U  1.60GHz,"1,215"
Intel Celeron 3865U  1.80GHz,"1,343"
Intel Celeron 3867U  1.80GHz,"1,441"
Intel Celeron 3955U  2.00GHz,"1,443"
Intel Celeron 3965U  2.20GHz,"1,753"
Intel Celeron 3965Y  1.50GHz,"1,201"
Intel Celeron 420  1.60GHz,231
Intel Celeron 4205U  1.80GHz,"1,350"
Intel Celeron 430  1.80GHz,305
Intel Celeron 4305U  2.20GHz,"1,562"
Intel Celeron 4305UE  2.00GHz,"1,699"
Intel Celeron 440  2.00GHz,368
Intel Celeron 450  2.20GHz,433
Intel Celeron 5205U  1.90GHz,"1,438"
Intel Celeron 530  1.73GHz,268
Intel Celeron 5305U  2.30GHz,"1,307"
Intel Celeron 540  1.86GHz,305
Intel Celeron 550  2.00GHz,334
Intel Celeron 560  2.13GHz,339
Intel Celeron 570  2.26GHz,344
Intel Celeron 6305  1.80GHz,"2,070"
Intel Celeron 6305E  1.80GHz,"2,021"
Intel Celeron 6600HE  2.60GHz,"3,286"
Intel Celeron 723  1.20GHz,213
Intel Celeron 7305,"2,509"
Intel Celeron 7305E,"2,451"
Intel Celeron 743  1.30GHz,275
Intel Celeron 807  1.50GHz,392
Intel Celeron 807UE  1.00GHz,241
Intel Celeron 827E  1.40GHz,371
Intel Celeron 847  1.10GHz,506
Intel Celeron 847E  1.10GHz,584
Intel Celeron 857  1.20GHz,569
Intel Celeron 867  1.30GHz,588
Intel Celeron 877  1.40GHz,700
Intel Celeron 887  1.50GHz,764
Intel Celeron 900  2.20GHz,409
Intel Celeron 925  2.30GHz,450
Intel Celeron  1.30GHz,572
Intel Celeron B710  1.60GHz,106
Intel Celeron B800  1.50GHz,686
Intel Celeron B810  1.60GHz,775
Intel Celeron B815  1.60GHz,753
Intel Celeron B820  1.70GHz,815
Intel Celeron B830  1.80GHz,873
Intel Celeron B840  1.90GHz,975
Intel Celeron D 347  3.06GHz,232
Intel Celeron D 352  3.20GHz,274
Intel Celeron D 356  3.33GHz,251
Intel Celeron D 360  3.46GHz,372
Intel Celeron D 420  1.60GHz,313
Intel Celeron E1200  1.60GHz,516
Intel Celeron E1400  2.00GHz,735
Intel Celeron E1500  2.20GHz,626
Intel Celeron E1600  2.40GHz,840
Intel Celeron E3200  2.40GHz,900
Intel Celeron E3300  2.50GHz,846
Intel Celeron E3400  2.60GHz,898
Intel Celeron E3500  2.70GHz,935
Intel Celeron G1101  2.27GHz,"1,086"
Intel Celeron G1610  2.60GHz,"1,554"
Intel Celeron G1610T  2.30GHz,"1,333"
Intel Celeron G1620  2.70GHz,"1,586"
Intel Celeron G1620T  2.40GHz,"1,532"
Intel Celeron G1630  2.80GHz,"1,707"
Intel Celeron G1820  2.70GHz,"1,713"
Intel Celeron G1820T  2.40GHz,"1,599"
Intel Celeron G1820TE  2.20GHz,"1,020"
Intel Celeron G1830  2.80GHz,"1,560"
Intel Celeron G1840  2.80GHz,"1,781"
Intel Celeron G1840T  2.50GHz,"1,576"
Intel Celeron G1850  2.90GHz,"1,907"
Intel Celeron G3900  2.80GHz,"2,153"
Intel Celeron G3900E  2.40GHz,"2,034"
Intel Celeron G3900T  2.60GHz,"1,910"
Intel Celeron G3900TE  2.30GHz,"1,850"
Intel Celeron G3920  2.90GHz,"2,358"
Intel Celeron G3930  2.90GHz,"2,257"
Intel Celeron G3930T  2.70GHz,"2,023"
Intel Celeron G3930TE  2.70GHz,"2,218"
Intel Celeron G3950  3.00GHz,"2,336"
Intel Celeron G440  1.60GHz,420
Intel Celeron G460  1.80GHz,490
Intel Celeron G465  1.90GHz,559
Intel Celeron G470  2.00GHz,577
Intel Celeron G4900  3.10GHz,"2,370"
Intel Celeron G4900T  2.90GHz,"2,236"
Intel Celeron G4920  3.20GHz,"2,555"
Intel Celeron G4930  3.20GHz,"2,551"
Intel Celeron G4930T  3.00GHz,"2,287"
Intel Celeron G4950  3.30GHz,"2,714"
Intel Celeron G530  2.40GHz,"1,148"
Intel Celeron G530T  2.00GHz,"1,056"
Intel Celeron G540  2.50GHz,"1,169"
Intel Celeron G540T  2.10GHz,"1,137"
Intel Celeron G550  2.60GHz,"1,275"
Intel Celeron G550T  2.20GHz,"1,074"
Intel Celeron G555  2.70GHz,"1,427"
Intel Celeron G5900  3.40GHz,"2,682"
Intel Celeron G5900E  3.20GHz,"1,809"
Intel Celeron G5900T  3.20GHz,"2,192"
Intel Celeron G5905  3.50GHz,"2,753"
Intel Celeron G5905T  3.30GHz,"2,304"
Intel Celeron G5920  3.50GHz,"2,577"
Intel Celeron G5925  3.60GHz,"2,808"
Intel Celeron G6900,"4,456"
Intel Celeron G6900E,"4,272"
Intel Celeron G6900T,"3,668"
Intel Celeron G6900TE,"2,782"
Intel Celeron J1750  2.41GHz,538
Intel Celeron J1800  2.41GHz,574
Intel Celeron J1850  1.99GHz,942
Intel Celeron J1900  1.99GHz,"1,151"
Intel Celeron J3060  1.60GHz,672
Intel Celeron J3160  1.60GHz,"1,262"
Intel Celeron J3355  2.00GHz,"1,203"
Intel Celeron J3455  1.50GHz,"2,246"
Intel Celeron J3455E  1.50GHz,"2,193"
Intel Celeron J4005  2.00GHz,"1,543"
Intel Celeron J4025  2.00GHz,"1,455"
Intel Celeron J4105  1.50GHz,"2,820"
Intel Celeron J4115  1.80GHz,"2,688"
Intel Celeron J4125  2.00GHz,"2,936"
Intel Celeron J6412  2.00GHz,"3,839"
Intel Celeron J6413  1.80GHz,"4,164"
Intel Celeron M 1.00GHz,149
Intel Celeron M 1.30GHz,205
Intel Celeron M 1.50GHz,192
Intel Celeron M 1.60GHz,190
Intel Celeron M 1.70GHz,252
Intel Celeron M 1300MHz,197
Intel Celeron M 1500MHz,217
Intel Celeron M 360 1.40GHz,221
Intel Celeron M 410  1.46GHz,123
Intel Celeron M 420  1.60GHz,139
Intel Celeron M 430  1.73GHz,169
Intel Celeron M 440  1.86GHz,169
Intel Celeron M 443  1.20GHz,125
Intel Celeron M 450  2.00GHz,230
Intel Celeron M 520  1.60GHz,239
Intel Celeron M 530  1.73GHz,320
Intel Celeron M 723  1.20GHz,267
Intel Celeron M 900MHz,123
Intel Celeron N2805  1.46GHz,335
Intel Celeron N2806  1.60GHz,486
Intel Celeron N2807  1.58GHz,492
Intel Celeron N2808  1.58GHz,499
Intel Celeron N2810  2.00GHz,396
Intel Celeron N2815  1.86GHz,495
Intel Celeron N2820  2.13GHz,503
Intel Celeron N2830  2.16GHz,547
Intel Celeron N2840  2.16GHz,582
Intel Celeron N2910  1.60GHz,788
Intel Celeron N2920  1.86GHz,952
Intel Celeron N2930  1.83GHz,"1,032"
Intel Celeron N2940  1.83GHz,"1,054"
Intel Celeron N3000  1.04GHz,646
Intel Celeron N3010  1.04GHz,611
Intel Celeron N3050  1.60GHz,593
Intel Celeron N3060  1.60GHz,655
Intel Celeron N3150  1.60GHz,"1,175"
Intel Celeron N3160  1.60GHz,"1,201"
Intel Celeron N3350  1.10GHz,"1,112"
Intel Celeron N3450  1.10GHz,"1,985"
Intel Celeron N4000  1.10GHz,"1,432"
Intel Celeron N4000C  1.10GHz,"1,430"
Intel Celeron N4020  1.10GHz,"1,535"
Intel Celeron N4020C  1.10GHz,"1,537"
Intel Celeron N4100  1.10GHz,"2,453"
Intel Celeron N4120  1.10GHz,"2,462"
Intel Celeron N4500  1.10GHz,"1,821"
Intel Celeron N4505  2.00GHz,"2,037"
Intel Celeron N5095  2.00GHz,"4,010"
Intel Celeron N5095A  2.00GHz,"4,052"
Intel Celeron N5100  1.10GHz,"3,298"
Intel Celeron N5105  2.00GHz,"4,004"
Intel Celeron N6210  1.20GHz,"1,944"
Intel Celeron N6211  1.20GHz,"2,245"
Intel Celeron P4500  1.87GHz,848
Intel Celeron P4505  1.87GHz,689
Intel Celeron P4600  2.00GHz,877
Intel Celeron SU2300  1.20GHz,458
Intel Celeron T1600  1.66GHz,562
Intel Celeron U1900  1.99GHz,"1,028"
Intel Celeron U3400  1.07GHz,516
Intel Celeron U3600  1.20GHz,539
Intel Core 3 100HL,"17,586"
Intel Core 3 100U,"13,399"
Intel Core 3 201E,"14,931"
Intel Core 3 N350,"7,613"
Intel Core 3 N355,"10,534"
Intel Core 5 120U,"16,327"
Intel Core 5 120UL,"10,558"
Intel Core 5 210H,"18,645"
Intel Core 5 211EF,"23,988"
Intel Core 5 220H,"21,871"
Intel Core 5 220U,"14,293"
Intel Core 5 221E,"32,646"
Intel Core 7 150U,"14,985"
Intel Core 7 160UL,"11,043"
Intel Core 7 240H,"24,543"
Intel Core 7 250H,"25,655"
Intel Core 7 250U,"15,093"
Intel Core 7 251TE,"30,020"
Intel Core 860  2.80GHz,"2,754"
Intel Core 9 270H,"29,710"
Intel Core Duo L2300  1.50GHz,387
Intel Core Duo L2400  1.66GHz,348
Intel Core Duo L2500  1.83GHz,404
Intel Core Duo T2050  1.60GHz,333
Intel Core Duo T2250  1.73GHz,350
Intel Core Duo T2300  1.66GHz,325
Intel Core Duo T2350  1.86GHz,385
Intel Core Duo T2400  1.83GHz,365
Intel Core Duo T2450  2.00GHz,411
Intel Core Duo T2500  2.00GHz,408
Intel Core Duo T2600  2.16GHz,460
Intel Core Duo T2700  2.33GHz,498
Intel Core Duo U2400  1.06GHz,255
Intel Core Duo U2500  1.20GHz,223
Intel Core i3 1000NG4  1.10GHz,"3,526"
Intel Core i3 1005G1  1.20GHz,"4,833"
Intel Core i3 10100  3.60GHz,"8,527"
Intel Core i3 10100E  3.20GHz,"7,884"
Intel Core i3 10100F  3.60GHz,"8,710"
Intel Core i3 10100T  3.00GHz,"7,288"
Intel Core i3 10100TE  2.30GHz,"6,371"
Intel Core i3 10100Y  1.30GHz,"2,918"
Intel Core i3 10105  3.70GHz,"8,237"
Intel Core i3 10105F  3.70GHz,"8,913"
Intel Core i3 10105T  3.00GHz,"7,815"
Intel Core i3 10110U  2.10GHz,"3,842"
Intel Core i3 10110Y  1.00GHz,"3,171"
Intel Core i3 1025G1  1.20GHz,"6,122"
Intel Core i3 10300  3.70GHz,"9,290"
Intel Core i3 10300T  3.00GHz,"7,879"
Intel Core i3 10305  3.80GHz,"9,210"
Intel Core i3 10305T  3.00GHz,"8,512"
Intel Core i3 10320  3.80GHz,"9,974"
Intel Core i3 10325  3.90GHz,"10,291"
Intel Core i3 11100B  3.60GHz,"11,357"
Intel Core i3 11100HE  2.40GHz,"11,781"
Intel Core i3 1110G4  1.80GHz,"4,160"
Intel Core i3 1115G4  3.00GHz,"5,863"
Intel Core i3 1115G4E  3.00GHz,"5,231"
Intel Core i3 1115GRE  3.00GHz,"4,588"
Intel Core i3 1125G4  2.00GHz,"9,289"
Intel Core i3 12100,"12,295"
Intel Core i3 12100E,"13,535"
Intel Core i3 12100F,"13,978"
Intel Core i3 12100T,"12,489"
Intel Core i3 12100TE,"10,432"
Intel Core i3 1210U,"9,438"
Intel Core i3 1215U,"10,288"
Intel Core i3 1215UE,"8,331"
Intel Core i3 1215UL,"7,817"
Intel Core i3 1220P,"14,517"
Intel Core i3 1220PE,"16,146"
Intel Core i3 12300,"14,384"
Intel Core i3 12300HL,"20,321"
Intel Core i3 12300T,"13,162"
Intel Core i3 1305U,"8,666"
Intel Core i3 13100,"14,067"
Intel Core i3 13100E,"13,727"
Intel Core i3 13100F,"14,649"
Intel Core i3 13100T,"12,800"
Intel Core i3 13100TE,"11,248"
Intel Core i3 1315U,"11,281"
Intel Core i3 1315UE,"8,985"
Intel Core i3 1320PE,"12,116"
Intel Core i3 1320PRE,"17,759"
Intel Core i3 14100,"15,214"
Intel Core i3 14100F,"15,363"
Intel Core i3 14100T,"13,579"
Intel Core i3 2100  3.10GHz,"1,856"
Intel Core i3 2100T  2.50GHz,"1,531"
Intel Core i3 2102  3.10GHz,"2,029"
Intel Core i3 2105  3.10GHz,"1,837"
Intel Core i3 21050  3.10GHz,"2,193"
Intel Core i3 2120  3.30GHz,"1,976"
Intel Core i3 2120T  2.60GHz,"1,570"
Intel Core i3 2125  3.30GHz,"2,082"
Intel Core i3 2130  3.40GHz,"2,063"
Intel Core i3 2140  3.50GHz,"2,307"
Intel Core i3 2310E  2.10GHz,"1,845"
Intel Core i3 2310M  2.10GHz,"1,221"
Intel Core i3 2312M  2.10GHz,"1,189"
Intel Core i3 2328M  2.20GHz,"1,243"
Intel Core i3 2330E  2.20GHz,"1,823"
Intel Core i3 2330M  2.20GHz,"1,249"
Intel Core i3 2332M  2.20GHz,"1,353"
Intel Core i3 2340UE  1.30GHz,976
Intel Core i3 2348M  2.30GHz,"1,286"
Intel Core i3 2350M  2.30GHz,"1,273"
Intel Core i3 2357M  1.30GHz,788
Intel Core i3 2365M  1.40GHz,822
Intel Core i3 2367M  1.40GHz,859
Intel Core i3 2370M  2.40GHz,"1,370"
Intel Core i3 2375M  1.50GHz,895
Intel Core i3 2377M  1.50GHz,874
Intel Core i3 3110M  2.40GHz,"1,654"
Intel Core i3 3120M  2.50GHz,"1,707"
Intel Core i3 3130M  2.60GHz,"1,906"
Intel Core i3 3210  3.20GHz,"2,229"
Intel Core i3 3217U  1.80GHz,"1,226"
Intel Core i3 3217UE  1.60GHz,"1,362"
Intel Core i3 3220  3.30GHz,"2,277"
Intel Core i3 3220T  2.80GHz,"1,951"
Intel Core i3 3225  3.30GHz,"2,270"
Intel Core i3 3227U  1.90GHz,"1,298"
Intel Core i3 3229Y  1.40GHz,"1,014"
Intel Core i3 3240  3.40GHz,"2,351"
Intel Core i3 3240T  2.90GHz,"2,075"
Intel Core i3 3245  3.40GHz,"2,412"
Intel Core i3 3250  3.50GHz,"2,460"
Intel Core i3 3250T  3.00GHz,"2,650"
Intel Core i3 330E  2.13GHz,"1,260"
Intel Core i3 330M  2.13GHz,"1,032"
Intel Core i3 330UM  1.20GHz,543
Intel Core i3 350M  2.27GHz,"1,087"
Intel Core i3 370M  2.40GHz,"1,170"
Intel Core i3 380M  2.53GHz,"1,211"
Intel Core i3 380UM  1.33GHz,748
Intel Core i3 390M  2.67GHz,"1,292"
Intel Core i3 4000M  2.40GHz,"1,797"
Intel Core i3 4005U  1.70GHz,"1,651"
Intel Core i3 4010U  1.70GHz,"1,663"
Intel Core i3 4010Y  1.30GHz,"1,358"
Intel Core i3 4012Y  1.50GHz,"1,278"
Intel Core i3 4020Y  1.50GHz,"1,448"
Intel Core i3 4025U  1.90GHz,"1,949"
Intel Core i3 4030U  1.90GHz,"1,875"
Intel Core i3 4030Y  1.60GHz,"1,654"
Intel Core i3 4100E  2.40GHz,"1,848"
Intel Core i3 4100M  2.50GHz,"2,531"
Intel Core i3 4110M  2.60GHz,"2,678"
Intel Core i3 4110U  1.90GHz,"1,860"
Intel Core i3 4120U  2.00GHz,"1,948"
Intel Core i3 4130  3.40GHz,"3,332"
Intel Core i3 4130T  2.90GHz,"2,880"
Intel Core i3 4150  3.50GHz,"3,408"
Intel Core i3 4150T  3.00GHz,"2,890"
Intel Core i3 4158U  2.00GHz,"1,921"
Intel Core i3 4160  3.60GHz,"3,507"
Intel Core i3 4160T  3.10GHz,"3,085"
Intel Core i3 4170  3.70GHz,"3,575"
Intel Core i3 4170T  3.20GHz,"3,138"
Intel Core i3 4330  3.50GHz,"3,487"
Intel Core i3 4330T  3.00GHz,"3,105"
Intel Core i3 4330TE  2.40GHz,"2,022"
Intel Core i3 4340  3.60GHz,"3,490"
Intel Core i3 4350  3.60GHz,"3,611"
Intel Core i3 4350T  3.10GHz,"3,142"
Intel Core i3 4360  3.70GHz,"3,642"
Intel Core i3 4360T  3.20GHz,"3,294"
Intel Core i3 4370  3.80GHz,"3,854"
Intel Core i3 4370T  3.30GHz,"3,361"
Intel Core i3 4570T  2.90GHz,"3,244"
Intel Core i3 5005U  2.00GHz,"2,011"
Intel Core i3 5010U  2.10GHz,"2,156"
Intel Core i3 5015U  2.10GHz,"1,977"
Intel Core i3 5020U  2.20GHz,"2,229"
Intel Core i3 5157U  2.50GHz,"2,593"
Intel Core i3 530  2.93GHz,"1,514"
Intel Core i3 540  3.07GHz,"1,551"
Intel Core i3 550  3.20GHz,"1,631"
Intel Core i3 560  3.33GHz,"1,642"
Intel Core i3 6006U  2.00GHz,"2,274"
Intel Core i3 6098P  3.60GHz,"3,978"
Intel Core i3 6100  3.70GHz,"4,103"
Intel Core i3 6100E  2.70GHz,"3,315"
Intel Core i3 6100H  2.70GHz,"3,003"
Intel Core i3 6100T  3.20GHz,"3,638"
Intel Core i3 6100TE  2.70GHz,"3,152"
Intel Core i3 6100U  2.30GHz,"2,630"
Intel Core i3 6102E  1.90GHz,"2,349"
Intel Core i3 6157U  2.40GHz,"2,780"
Intel Core i3 6167U  2.70GHz,"3,128"
Intel Core i3 6300  3.80GHz,"4,343"
Intel Core i3 6300T  3.30GHz,"3,985"
Intel Core i3 6320  3.90GHz,"4,411"
Intel Core i3 7020U  2.30GHz,"2,566"
Intel Core i3 7100  3.90GHz,"4,308"
Intel Core i3 7100H  3.00GHz,"3,450"
Intel Core i3 7100T  3.40GHz,"3,762"
Intel Core i3 7100U  2.40GHz,"2,720"
Intel Core i3 7101E  3.90GHz,"4,430"
Intel Core i3 7101TE  3.40GHz,"3,956"
Intel Core i3 7102E  2.10GHz,"2,599"
Intel Core i3 7130U  2.70GHz,"3,040"
Intel Core i3 7167U  2.80GHz,"3,368"
Intel Core i3 7300  4.00GHz,"4,519"
Intel Core i3 7300T  3.50GHz,"4,145"
Intel Core i3 7320  4.10GHz,"4,831"
Intel Core i3 7350K  4.20GHz,"4,886"
Intel Core i3 8100  3.60GHz,"6,074"
Intel Core i3 8100B  3.60GHz,"5,931"
Intel Core i3 8100H  3.00GHz,"4,435"
Intel Core i3 8100T  3.10GHz,"5,256"
Intel Core i3 8109U  3.00GHz,"4,180"
Intel Core i3 8121U  2.20GHz,"4,271"
Intel Core i3 8130U  2.20GHz,"3,523"
Intel Core i3 8140U  2.10GHz,"4,227"
Intel Core i3 8145U  2.10GHz,"3,783"
Intel Core i3 8145UE  2.20GHz,"4,021"
Intel Core i3 8300  3.70GHz,"6,362"
Intel Core i3 8300T  3.20GHz,"5,407"
Intel Core i3 8350K  4.00GHz,"6,917"
Intel Core i3 9100  3.60GHz,"6,587"
Intel Core i3 9100E  3.10GHz,"6,539"
Intel Core i3 9100F  3.60GHz,"6,703"
Intel Core i3 9100HL  1.60GHz,"3,024"
Intel Core i3 9100T  3.10GHz,"5,606"
Intel Core i3 9100TE  2.20GHz,"4,589"
Intel Core i3 9300  3.70GHz,"7,105"
Intel Core i3 9300T  3.20GHz,"6,323"
Intel Core i3 9320  3.70GHz,"7,358"
Intel Core i3 9350K  4.00GHz,"7,596"
Intel Core i3 9350KF  4.00GHz,"7,591"
Intel Core i3 N300,"8,328"
Intel Core i3 N305,"9,592"
Intel Core i5 750S  2.40GHz,"1,326"
Intel Core i5 E 520  2.40GHz,"1,619"
Intel Core i5 10200H  2.40GHz,"8,038"
Intel Core i5 10210U  1.60GHz,"6,077"
Intel Core i5 10210Y  1.00GHz,"4,135"
Intel Core i5 10300H  2.50GHz,"8,214"
Intel Core i5 1030NG7  1.10GHz,"5,614"
Intel Core i5 10310U  1.70GHz,"5,860"
Intel Core i5 1035G1  1.00GHz,"7,174"
Intel Core i5 1035G4  1.10GHz,"7,666"
Intel Core i5 1035G7  1.20GHz,"8,007"
Intel Core i5 1038NG7  2.00GHz,"8,849"
Intel Core i5 10400  2.90GHz,"11,993"
Intel Core i5 10400F  2.90GHz,"12,106"
Intel Core i5 10400H  2.60GHz,"8,215"
Intel Core i5 10400T  2.00GHz,"9,778"
Intel Core i5 10500  3.10GHz,"13,082"
Intel Core i5 10500E  3.10GHz,"11,368"
Intel Core i5 10500H  2.50GHz,"10,982"
Intel Core i5 10500T  2.30GHz,"10,134"
Intel Core i5 10500TE  2.30GHz,"8,864"
Intel Core i5 10505  3.20GHz,"12,010"
Intel Core i5 10600  3.30GHz,"13,640"
Intel Core i5 10600K  4.10GHz,"14,252"
Intel Core i5 10600KF  4.10GHz,"14,144"
Intel Core i5 10600T  2.40GHz,"11,508"
Intel Core i5 11260H  2.60GHz,"15,446"
Intel Core i5 11300H  3.10GHz,"10,789"
Intel Core i5 1130G7  1.10GHz,"8,261"
Intel Core i5 11320H  3.20GHz,"10,876"
Intel Core i5 1135G7  2.40GHz,"9,417"
Intel Core i5 11400  2.60GHz,"16,663"
Intel Core i5 11400F  2.60GHz,"16,891"
Intel Core i5 11400H  2.70GHz,"15,277"
Intel Core i5 11400T  1.30GHz,"13,035"
Intel Core i5 1140G7  1.10GHz,"8,471"
Intel Core i5 1145G7  2.60GHz,"9,264"
Intel Core i5 1145G7E  2.60GHz,"8,782"
Intel Core i5 1145GRE  2.60GHz,"8,207"
Intel Core i5 11500  2.70GHz,"17,103"
Intel Core i5 11500B  3.30GHz,"17,075"
Intel Core i5 11500H  2.90GHz,"15,725"
Intel Core i5 11500T  1.50GHz,"12,658"
Intel Core i5 1155G7  2.50GHz,"9,674"
Intel Core i5 11600  2.80GHz,"17,915"
Intel Core i5 11600K  3.90GHz,"19,522"
Intel Core i5 11600KF  3.90GHz,"19,477"
Intel Core i5 11600T  1.70GHz,"14,447"
Intel Core i5 1230U,"11,084"
Intel Core i5 1235U,"12,762"
Intel Core i5 12400,"18,790"
Intel Core i5 12400F,"19,515"
Intel Core i5 12400T,"15,519"
Intel Core i5 1240P,"16,269"
Intel Core i5 1240U,"13,242"
Intel Core i5 12450H,"16,137"
Intel Core i5 12450HX,"18,102"
Intel Core i5 1245U,"12,997"
Intel Core i5 1245UE,"9,473"
Intel Core i5 1245UL,"15,357"
Intel Core i5 12490F,"20,409"
Intel Core i5 12500,"19,751"
Intel Core i5 12500E,"20,411"
Intel Core i5 12500H,"20,468"
Intel Core i5 12500HL,"23,366"
Intel Core i5 12500T,"16,356"
Intel Core i5 12500TE,"14,942"
Intel Core i5 1250P,"19,227"
Intel Core i5 1250PE,"18,365"
Intel Core i5 12600,"21,382"
Intel Core i5 12600H,"20,931"
Intel Core i5 12600HE,"22,827"
Intel Core i5 12600HL,"23,615"
Intel Core i5 12600HX,"24,410"
Intel Core i5 12600K,"27,588"
Intel Core i5 12600KF,"27,593"
Intel Core i5 12600T,"17,427"
Intel Core i5 1334U,"13,248"
Intel Core i5 1335U,"14,117"
Intel Core i5 1335UE,"10,863"
Intel Core i5 13400,"23,729"
Intel Core i5 13400E,"27,000"
Intel Core i5 13400EF,"26,796"
Intel Core i5 13400F,"25,040"
Intel Core i5 13400T,"20,447"
Intel Core i5 1340P,"18,637"
Intel Core i5 1340PE,"18,490"
Intel Core i5 13420H,"17,244"
Intel Core i5 13450HX,"24,934"
Intel Core i5 1345U,"14,223"
Intel Core i5 1345UE,"10,445"
Intel Core i5 1345URE,"11,494"
Intel Core i5 13490F,"26,605"
Intel Core i5 13500,"31,168"
Intel Core i5 13500E,"23,764"
Intel Core i5 13500H,"21,078"
Intel Core i5 13500HX,"27,847"
Intel Core i5 13500T,"22,643"
Intel Core i5 13500TE,"21,936"
Intel Core i5 1350P,"18,812"
Intel Core i5 13600,"31,562"
Intel Core i5 13600H,"23,415"
Intel Core i5 13600HE,"23,483"
Intel Core i5 13600HRE,"14,591"
Intel Core i5 13600HX,"27,612"
Intel Core i5 13600K,"37,664"
Intel Core i5 13600KF,"37,464"
Intel Core i5 13600T,"28,197"
Intel Core i5 14400,"25,346"
Intel Core i5 14400F,"25,685"
Intel Core i5 14400T,"21,026"
Intel Core i5 14450HX,"23,092"
Intel Core i5 14490F,"27,621"
Intel Core i5 14500,"31,294"
Intel Core i5 14500HX,"28,494"
Intel Core i5 14500T,"22,912"
Intel Core i5 14600,"32,319"
Intel Core i5 14600K,"38,592"
Intel Core i5 14600KF,"38,668"
Intel Core i5 14600T,"27,238"
Intel Core i5 2300  2.80GHz,"3,475"
Intel Core i5 2310  2.90GHz,"3,664"
Intel Core i5 2320  3.00GHz,"3,690"
Intel Core i5 2380P  3.10GHz,"3,636"
Intel Core i5 2390T  2.70GHz,"2,491"
Intel Core i5 2400  3.10GHz,"3,872"
Intel Core i5 2400S  2.50GHz,"3,185"
Intel Core i5 24050S  2.50GHz,"3,061"
Intel Core i5 2405S  2.50GHz,"3,397"
Intel Core i5 2410M  2.30GHz,"1,953"
Intel Core i5 2415M  2.30GHz,"1,929"
Intel Core i5 2430M  2.40GHz,"2,014"
Intel Core i5 2435M  2.40GHz,"2,035"
Intel Core i5 2450M  2.50GHz,"2,080"
Intel Core i5 2450P  3.20GHz,"4,273"
Intel Core i5 2467M  1.60GHz,"1,411"
Intel Core i5 2500  3.30GHz,"4,102"
Intel Core i5 2500K  3.30GHz,"4,141"
Intel Core i5 2500S  2.70GHz,"3,370"
Intel Core i5 2500T  2.30GHz,"2,929"
Intel Core i5 2510E  2.50GHz,"1,884"
Intel Core i5 2515E  2.50GHz,"1,882"
Intel Core i5 2520M  2.50GHz,"2,243"
Intel Core i5 2537M  1.40GHz,"1,144"
Intel Core i5 2540M  2.60GHz,"2,355"
Intel Core i5 2550K  3.40GHz,"4,228"
Intel Core i5 2557M  1.70GHz,"1,618"
Intel Core i5 2560M  2.70GHz,"2,397"
Intel Core i5 3170K  3.20GHz,"8,882"
Intel Core i5 3210M  2.50GHz,"2,469"
Intel Core i5 3230M  2.60GHz,"2,564"
Intel Core i5 3317U  1.70GHz,"2,013"
Intel Core i5 3320M  2.60GHz,"2,659"
Intel Core i5 3330  3.00GHz,"4,098"
Intel Core i5 3330S  2.70GHz,"3,917"
Intel Core i5 3335S  2.70GHz,"3,672"
Intel Core i5 3337U  1.80GHz,"2,092"
Intel Core i5 3339Y  1.50GHz,"1,589"
Intel Core i5 3340  3.10GHz,"4,240"
Intel Core i5 3340M  2.70GHz,"2,695"
Intel Core i5 3340S  2.80GHz,"3,954"
Intel Core i5 3350P  3.10GHz,"4,310"
Intel Core i5 3360M  2.80GHz,"2,891"
Intel Core i5 3380M  2.90GHz,"2,938"
Intel Core i5 3427U  1.80GHz,"2,249"
Intel Core i5 3437U  1.90GHz,"2,162"
Intel Core i5 3439Y  1.50GHz,"1,957"
Intel Core i5 3450  3.10GHz,"4,513"
Intel Core i5 3450S  2.80GHz,"4,399"
Intel Core i5 3470  3.20GHz,"4,666"
Intel Core i5 3470S  2.90GHz,"4,380"
Intel Core i5 3470T  2.90GHz,"2,998"
Intel Core i5 3475S  2.90GHz,"4,315"
